"id";"nome";"descricao";"data_inicio";"data_fim";"status"
"672";"Cummerata, Franey and Dare";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-01-26";"2024-08-13";"Concluido"
"673";"Stoltenberg - Bartell";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-08-15";"2024-02-23";"Em andamento"
"674";"Koss and Sons";"The Football Is Good For Training And Recreational Purposes";"2024-03-24";"2024-05-05";"Pendente"
"675";"Haag - Lakin";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-07-24";"2024-03-24";"Concluido"
"676";"Bechtelar, Emmerich and Tillman";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-06-27";"2024-03-18";"Concluido"
"677";"Hodkiewicz Group";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-03-11";"2024-03-28";"Concluido"
"678";"Macejkovic - Cormier";"The Football Is Good For Training And Recreational Purposes";"2024-06-13";"2024-06-17";"Pendente"
"679";"Cartwright, Ledner and Shanahan";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-07-02";"2024-06-08";"Concluido"
"680";"Lueilwitz, Conn and Sanford";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-08-13";"2024-03-26";"Em andamento"
"681";"Lesch Inc";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-04-21";"2024-08-29";"Pendente"
"682";"Spencer - Skiles";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-04-03";"2024-09-01";"Concluido"
"683";"Moore LLC";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-01-20";"2024-02-25";"Pendente"
"684";"Conroy, Wunsch and Langworth";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-06-03";"2024-04-27";"Concluido"
"685";"Bradtke Group";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-07-14";"2024-01-17";"Em andamento"
"686";"Champlin, Lebsack and Romaguera";"The Football Is Good For Training And Recreational Purposes";"2024-04-28";"2024-03-31";"Concluido"
"687";"Cronin - Bogan";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-04-28";"2024-05-18";"Em andamento"
"688";"Grant, Wiegand and Aufderhar";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-07-28";"2024-04-06";"Pendente"
"689";"Heidenreich Inc";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-02-28";"2024-09-11";"Em andamento"
"690";"Gusikowski and Sons";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-03-08";"2024-06-08";"Pendente"
"691";"Ward - Greenholt";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-02-03";"2024-08-19";"Em andamento"
"692";"Kassulke - Anderson";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-04-13";"2024-09-04";"Concluido"
"693";"Langworth - Schneider";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-08-01";"2024-03-29";"Pendente"
"694";"O'Conner, Williamson and Kemmer";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-05-19";"2024-06-28";"Em andamento"
"695";"Hahn - Swaniawski";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-01-06";"2024-02-17";"Em andamento"
"696";"Grady, Rohan and Balistreri";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-07-14";"2024-03-04";"Em andamento"
"697";"Ruecker and Sons";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-01-10";"2024-04-15";"Concluido"
"698";"Skiles, Collins and Farrell";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-07-06";"2024-08-27";"Concluido"
"699";"Nitzsche, Runte and Tromp";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-02-12";"2024-07-03";"Pendente"
"700";"Fisher - Goldner";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-04-04";"2024-01-26";"Concluido"
"701";"Kuphal LLC";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-05-30";"2024-07-29";"Concluido"
"702";"Friesen, Cole and Murphy";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-04-02";"2024-02-15";"Concluido"
"703";"Rodriguez - Boyle";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-01-04";"2024-04-15";"Em andamento"
"704";"Bergnaum, Jones and Walker";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-02-11";"2024-09-02";"Pendente"
"705";"Weissnat - Stiedemann";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-04-23";"2024-02-11";"Concluido"
"706";"Wisozk and Sons";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-02-18";"2024-03-03";"Em andamento"
"707";"Ryan, Oberbrunner and O'Kon";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-07-25";"2024-08-24";"Concluido"
"708";"Streich - Bergnaum";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-03-26";"2024-07-05";"Pendente"
"709";"Murphy Inc";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-06-08";"2024-04-25";"Concluido"
"710";"Jenkins Inc";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-04-20";"2024-05-20";"Pendente"
"711";"Borer Inc";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-02-19";"2024-05-07";"Pendente"
"712";"Kuhic and Sons";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-02-09";"2024-08-12";"Pendente"
"713";"Kub Group";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-04-26";"2024-03-29";"Pendente"
"714";"Zemlak Inc";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-04-25";"2024-05-06";"Concluido"
"715";"Ruecker, Rodriguez and Quitzon";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-03-01";"2024-08-25";"Pendente"
"716";"Morissette - Jaskolski";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-06-03";"2024-08-24";"Em andamento"
"717";"Kemmer - Jacobi";"The Football Is Good For Training And Recreational Purposes";"2024-06-24";"2024-08-30";"Concluido"
"718";"Erdman - Klein";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-07-21";"2024-02-28";"Em andamento"
"719";"Gleichner - Ebert";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-02-17";"2024-02-20";"Em andamento"
"720";"Strosin, Dickens and Wolf";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-04-14";"2024-07-19";"Concluido"
"721";"Maggio LLC";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-02-23";"2024-04-02";"Pendente"
"722";"Gusikowski Inc";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-06-01";"2024-01-24";"Concluido"
"723";"Fisher, Ankunding and Kessler";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-04-03";"2024-05-11";"Concluido"
"724";"Breitenberg, Parker and Bernhard";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-06-14";"2024-09-03";"Pendente"
"725";"Pacocha Group";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-06-20";"2024-07-08";"Pendente"
"726";"Yost and Sons";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-07-02";"2024-02-13";"Em andamento"
"727";"Wiegand - Raynor";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-07-28";"2024-04-16";"Concluido"
"728";"Stehr, Becker and Ernser";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-03-24";"2024-02-05";"Concluido"
"729";"Strosin and Sons";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-01-10";"2024-01-10";"Pendente"
"730";"Bins - Swift";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-01-26";"2024-01-30";"Pendente"
"731";"Pfeffer - Effertz";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-07-06";"2024-08-04";"Concluido"
"732";"Goyette, Pollich and Parisian";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-06-18";"2024-06-12";"Em andamento"
"733";"Crona - Bode";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-04-13";"2024-03-15";"Concluido"
"734";"Sanford and Sons";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-07-29";"2024-02-18";"Concluido"
"735";"Crooks LLC";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-02-11";"2024-08-30";"Pendente"
"736";"Rempel - Casper";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-01-18";"2024-04-12";"Pendente"
"737";"McGlynn - Bahringer";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-02-17";"2024-08-14";"Concluido"
"738";"Cormier - Orn";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-02-23";"2024-07-03";"Em andamento"
"739";"Mohr, Reynolds and Lindgren";"The Football Is Good For Training And Recreational Purposes";"2024-06-11";"2024-02-20";"Pendente"
"740";"Moore Inc";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-08-19";"2024-05-14";"Pendente"
"741";"Torphy, Kshlerin and Franey";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-03-07";"2024-03-24";"Pendente"
"742";"Bayer - Torphy";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-07-06";"2024-09-09";"Pendente"
"743";"Bergnaum Group";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-07-04";"2024-01-18";"Concluido"
"744";"Medhurst - McGlynn";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-04-24";"2024-01-21";"Pendente"
"745";"Franecki, Gulgowski and Gusikowski";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-08-31";"2024-03-13";"Concluido"
"746";"Lueilwitz, West and Corwin";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-06-27";"2024-02-27";"Em andamento"
"747";"Trantow, Bahringer and Kris";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-02-26";"2024-03-18";"Em andamento"
"748";"Quitzon, Sauer and Johnston";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-07-09";"2024-01-18";"Pendente"
"749";"Auer, Yost and Waters";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-08-21";"2024-07-26";"Em andamento"
